School,Date,Menu,Projected_Kids,Actual_Meals_Served,Successful_Taps,F4E_Supported_Kids,Teachers,Staff_Meals,Failed_Taps,New_Registrations,New_Tags_Replaced,Rice_Received,B_W_G_Received,Rice_Excess,B_W_G_Excess,Rice_Remaining,B_W_G_Remaining,B_W_G_Temperatures,Rice_Temp,Missed_Food,Next_Day_Projection,Food_Arrival_Time,Start_Taping,Stop_Taping,Projection_Comment,Comment_1,Comment_2,Comment_3,Comment_4,Reported_By,Week,Weekday,Missed_Projection
Gitombo Primary,16-01-25,Turmeric Rice and Beans,170,163,163,0,0,2,2,0,0,43,52,0,0,2,2,65,80,0,170,8:54:00,12:40:00,13:15:00,Projecting 170 hopefully tomorrow there shall be more learners attendance.,The food was flavoursome.,The queue was manageable by the help of the teacher on duty.,Actual meals served today was 163 a decrease of 3 from 166 since some learners were absent.,Today there was 2 failed taps a decrease of 1 from 3 yesterday whose parents failed to top up their accounts on time.,Veronica Mwaura,Week2,Thursday,7
Ihiga Primary,16-01-25,Turmeric Rice and Beans,185,170,153,17,0,2,0,0,1,57,56,10,0,5,0,69.2,70.1,0,180,9:30:00,12:40:00,13:08:00,,Food was Tasty.,Line management was orderly with assistance from the Headteacher and Teacher on duty.,Number of Actual meals served was  170 a decrease from yesterday's number which was182.We had a low turn out.,Today's Failed taps was 0 a decrease from yesterday's failed taps which was 2.Parents topped up on time,Naomi Njenga.,Week2,Thursday,15
Ikinu Primary,16-01-25,Turmeric Rice and Beans,1060,1061,1005,56,0,5,43,0,1,266,320,34,0,0,0,62,68,0,1060,12:40:00,13:30:00,1:30:00,projection is 1060 as school turn out is normal.,The food was delicious,The queues were well organized .,the number of actual meals served today is 1061  from yesterdays which was 1055.,failed taps number is 43 from yesterdays failed taps which was 35.Parents forgot to top up.,Mercy and Faith,Week2,Thursday,-1
Kahunira Primary,16-01-25,Turmeric Rice and Beans,780,766,689,77,0,4,16,0,2,196,235,0,0,0,0,66.7,78.6,0,750,10:20:00,12:40:00,1:40:00,,"The meal was delicious,kids enjoyed.",Queue management  was well executed by teacher on duty.,"The actual meals served today was 766,a decrease from yesterday meals which was 775,this is because some parents didn't top up their kids account on time.","Failed taps today was 16,a slight increase from yesterday failed taps which was15, respective parents didn't top up.",Mwangi Mary,Week2,Thursday,14
Kamondo Primary,16-01-25,Turmeric Rice and Beans,365,358,337,21,0,3,5,1,2,92,110,15,0,2,1,65.1,77.3,0,360,9:16:00,12:40:00,13:30:00,,The food was tasty and arrived  early,the line was well arranged,358 actual taps a slight  decline from 364  the previous day being the end of the week some parents did not top up their kids accounts hence they did not come to tap,,,Week2,Thursday,7
Kanjai Primary,16-01-25,Turmeric Rice and Beans,480,498,474,24,0,3,16,3,2,121,145,0,0,0,0,62,70,0,500,10:22:00,12:40:00,13:38:00,,food was delicious,que was well managed.,The number of Actual meal serverd has increased from 471 to 498. compared to yesterday.,The number of failed taps has reduced from 29 to 16,Peninah Njuguna,Week2,Thursday,-18
Kanyore Primary,16-01-25,Turmeric Rice and Beans,725,714,714,0,0,3,25,1,0,182,218,10,0,2,3,65,61,0,715,11:16:00,12:30:00,13:21:00,,The food was delicious,Queue was well managed.,The number of successful taps  reduced from 723 to 714 because some accounts were not topped up.,,Peter Matama Muiru,Week2,Thursday,11
Karia Primary,16-01-25,Turmeric Rice and Beans,535,527,490,37,0,3,7,1,0,135,161,15,0,0,0,66.2,68.8,0,520,10:52:00,12:40:00,13:30:00,,The food was delicious.,The queue management was smooth.,Actual meals served today decreased from yesterday's 529 to 527. Parent did not top up.,Failed taps have decreased  from 8 to 7. Parents did not top up.,Janet Gitau,Week2,Thursday,8
Kiaibabu Primary,16-01-25,Turmeric Rice and Beans,285,273,272,1,0,3,7,1,0,72,86,0,0,3,4,70,78,0,280,9:04:00,12:45:00,13:30:00,We are projecting this number expecting more students to come back to school and more parents to top up their accounts.,food was delicious,queuing was done with moderation  assisted by the TOD,actual meals served were 273 and decrease of 4 from yesterday 277.this is due to some parents not topping up on time.,"we had 7 failed taps compared to 10 failed taps previous day, an decrease of 3. Some parents  managed to pay on time.",John kimani,Week2,Thursday,12
Kiairia Primary,16-01-25,Turmeric Rice and Beans,210,215,199,16,0,2,5,4,0,53,64,0,0,0,0,68.1,71.5,0,220,10:43:00,12:40:00,13:20:00,,The food was delicious kids enjoyed.,Queue was well managed  according to classes by Tsm.,Actual meals served increased from 208 to 215.this was because of new registrations and parents had topped up their accounts.,,,Week2,Thursday,-5
Kiambururu Primary,16-01-25,Turmeric Rice and Beans,300,303,274,29,0,3,4,1,1,76,91,0,0,0,0,60.3,80.9,0,295,11:47:00,12:30:00,13:15:00,,*The food was savoury,*Queues were orderly and well managed by tsm,*The number of actual meals was 303 a higher number in comparison to yesterday's actual meals that were 299. Most kids reported to school.,We had 4 failed taps a similar number compared to yesterday's failedtaps that were 4. The parents had not topped up their accounts .,,Week2,Thursday,-3
Kiawaiguru Primary,16-01-25,Turmeric Rice and Beans,225,217,217,0,0,2,5,0,1,57,68,0,0,2,2,67,79,0,225,9:17:00,12:40:00,13:15:00,We are projecting 225 as we expect the number of successful taps  to increase as parents will  top up,The food was warm,queuing was done with moderation,"*Today's successful  taps was 217 compared to yesterday's  220, a decrease of 3 as some parents had not topped  up",Today we had 5 failed taps compared to yesterday's 0 failed taps as some parents had not topped up,DAVID NDUNG'U KINYANJUI,Week2,Thursday,8
Kiawairia Primary,16-01-25,Turmeric Rice and Beans,145,135,135,0,0,2,5,0,0,37,44,0,0,3,3,65,68,0,140,9:27:00,12:10:00,13:10:00,We are projecting this number expecting more students to come back to school and more parents to top up their accounts.,food was delicious,queuing was done with moderation  assisted by the TOD,"Tapped successful 135 compared to successful 139 previous day, a decrease. More students were absent today since they were sent home for school fees hence the decrease in the number of successful taps.",we had 5 failed taps compared to 1 failed tap previous day. parents who forgot to top up the accounts.,John Mugo,Week2,Thursday,10
Kibichoi Primary,16-01-25,Turmeric Rice and Beans,240,239,239,0,0,2,10,3,0,61,73,10,0,0,0,69,68,0,250,10:25:00,13:00:00,13:30:00,We are projecting this number expecting more students to come back to school and more parents to top up their accounts.,The food was scrumptious,The queueing was transitioning from class to class without any assistance.,"Tapped successful 239 compared to successful 231 previous day, an increase because kids are still enrolling.",We had 10 failed taps compared to 5 failed taps yesterday an increase because parents forgot to top up their accounts.,Beth Kabura,Week2,Thursday,1
Kigumo Primary,16-01-25,Turmeric Rice and Beans,245,239,239,0,0,2,13,0,0,62,74,0,0,2,2,61,70,0,245,9:45:00,12:40:00,13:57:00,"We are projecting 245,we are expecting the kids to turn up well and also hoping that the number of failed taps will reduce",Food was delicious.,Queue management was orderly assisted by the teacher on duty,"We had 239 actual meals served compared to yesterday where we had 238,this increase was led by kids reminding their parents to top up",We had 13 failed taps compared to yesterday where we had 16 which is a decrease.This decrease was led by reaching out to parents via a call to remind them to top up.,James Marigono Kinyanjui,Week2,Thursday,6
Kihuririo Primary,16-01-25,Turmeric Rice and Beans,530,479,479,0,0,3,4,0,1,133,160,18,0,13,16,66,67,0,500,9:34:00,12:50:00,13:40:00,,"The food was  well prepared,hot and delicious.",The  Tod helped with line  management.,There were  479 successful taps  deacrease from 523some students were sent home for lost books during second breaktime.The food had already arrived some students were absent as well .,there were 4 failed tap a decrease from 6 ..parents topped up on time.,Anne wairimu,Week2,Thursday,51
Kindiga Primary,16-01-25,Turmeric Rice and Beans,165,163,151,12,0,2,2,0,0,42,50,0,0,0,0,62.3,73.9,0,165,11:51:00,12:40:00,13:15:00,,The food was Taste .,Queue management was well executed by the TOD,The number of actual meals served was 163  a decrease from 166 meals compared to yesterday's Report Because Today we recorded some failed taps.,The number of failed taps  was 2 an increase from 0 in yesterday report.,,Week2,Thursday,2
Komothai Primary,16-01-25,Turmeric Rice and Beans,200,187,187,0,0,2,6,0,0,51,61,12,0,3,4,62,60,0,195,9:18:00,12:32:00,1:15:00,l expect parents to top up their accounts since I've reminded them.,The food was delicious and hot .,line management was smooth,Actual meals served today is 187 which is a decrease from yesterday's 200 meals . Some students were absent while others hadn't topped up their accounts .,Failed taps today was 6 an increase from  yesterday's 0 failed taps. Parents forgot to top up their accounts on time.,Jane Wanjiru,Week2,Thursday,13
Lioki Primary,16-01-25,Turmeric Rice and Beans,190,184,165,19,0,2,20,0,2,48,58,0,0,1.5,2,65,69,0,180,11:03:00,12:40:00,1:30:00,projection is 180 as school turn out is normal but kids tends to miss school on Fridays.,The food was delicious,The queues were well organized .,the number of actual meals served today is 184  from 188.some kids were absent.,failed taps number is 20 from 23 . parents didn't top up.,,Week2,Thursday,6
Mathanja Primary,16-01-25,Turmeric Rice and Beans,160,151,151,0,0,2,10,0,0,41,49,10,0,2,3,63,70,0,150,11:45:00,12:45:00,13:20:00,turnout is always low on Friday.,food was delicious,queue was transitioning well from class to class.,we had 151 successful taps a decrease by 8 compared to yesterday since some parents didn't top-up their accounts on time.,we had 10 failed taps an increase by 7 compared to yesterday since parents didn't remember to top-up on time but I have encouraged the students to remind their parents to top up on time.,Caroline kirii,Week2,Thursday,9
Matuguta Primary,16-01-25,Turmeric Rice and Beans,510,512,471,41,0,3,3,2,0,128,154,0,0,0,0,61.3,73.5,0,510,9:50:00,12:40:00,13:10:00,,food was delicious,Line management was good. Helped by the teacher on duty.,The number of Actual meal served was 512 an increase from 509.This was because most of the students are now back to school and parents are topping up.,The number of failed taps was 3 a decrease from 8.This was because some parents hadn't topped up their accounts. Reminded the kids to remind their parents to top up.,Haron Muiruri,Week2,Thursday,-2
Miguta Primary,16-01-25,Turmeric Rice and Beans,300,300,277,13,0,2,4,1,2,76,91,0,0,0,0,72,77,0,310,10:34:00,12:45:00,13:35:00,We have resumed normalcy operations we are expecting the numbers to remain constant.,The food was hot and delicious.,The queue was well managed.,"Actual meals rose  from yesterday's 293 taps to 300 taps, parents had topped up their accounts.","We had 4 failed taps just like yesterday, parents had failed to top up their accounts.",Anastacia Njoroge,Week2,Thursday,0
Miiri Primary,16-01-25,Turmeric Rice and Beans,415,411,383,28,0,3,19,2,1,105,125,10,0,0,0,65,67,0,415,9:34:00,12:30:00,13:50:00,,The food was delicious.,The TOD efficiently managed queue operations.,Actual meals rose to 411 from 410 as parents had paid on time.,"Failed taps dropped to 19 from 28,parents had not paid on time.",,Week2,Thursday,4
Mitahato Primary,16-01-25,Turmeric Rice and Beans,320,310,310,0,0,2,7,0,0,84,91,0,0,3,2,60,65,0,315,11:37:00,12:40:00,13:30:00,,The food was delicious.,The TOD helped with line management.,There were 310 Successful taps a drop from 314. There was a lower turn up today.,There was 7 failed taps same as yesterday. Parents did not top up their accounts.,Joseph Kariuki,Week2,Thursday,10
Mukubu Primary,16-01-25,Turmeric Rice and Beans,255,252,252,0,0,2,3,0,0,63,76,10,0,0,0.5,70.1,67.8,0,255,11:20:00,12:15:00,13:30:00,,The food was  hot and delicious.,I controlled the queue,There were 252Successful taps an increase from previous taps 250,There was 3failed taps a constant taps as previous day.am doing the follow up to ensure I have zero failed taps,Ruth kimani,Week2,Thursday,3
Ndireti Primary,16-01-25,Turmeric Rice and Beans,260,238,238,0,0,3,10,0,0,66,79,10,0,6,7,63,68,0,240,12:00:00,12:30:00,13:40:00,,*The food was delicious,*I managed the queue  well.,We had 238 actual taps a decrease compared to the 255 we fed yesterday,,Sharon Wanjiku,Week2,Thursday,22
Ngemwa Primary,16-01-25,Turmeric Rice and Beans,265,269,246,23,0,2,4,0,3,67,80,12,0,0,0,65,73,0,270,8:48:00,12:43:00,13:28:00,I am projecting this number because we expect we a higher turn up tomorrow.,The food was delicious.,The line management was successful.,Numbers of actual meals served increased from 263 to 269. Parents who had failed taps yesterday topped up the accounts.,Failed taps decreased from 10 to 4. Parents remembered to top up their accounts on time.,Lucy Njoki,Week2,Thursday,-4
Ngewa Primary,16-01-25,Turmeric Rice and Beans,350,347,347,0,0,2,2,2,0,88,106,10,0,1,1,64,68,0,350,11:00:00,12:30:00,1:30:00,we are expecting more students to attend school .,The food was delicious.,The queue was well organized with the help of the teachers on duty.,Actual meals served today is 347 which is a increase compared to  yesterday which was 345. We are expecting an increase in numbers since more students are joining and reporting to the school.,There were 2 failed taps today which is a decrease from 9 failed taps yesterday. I reminded respective parents to top up their accounts.,Eric Muriithi,Week2,Thursday,3
Njunu Primary,16-01-25,Turmeric Rice and Beans,280,268,268,0,0,2,7,0,0,71,85,0,0,3,4,55,78,0,275,11:26:00,12:20:00,13:20:00,,Food was sweet and yummy but the beans were not hot,Queuing  was well managed with the help of a teacher,successful taps were 268 a decrease of 7 taps from yesterday's 275 successful taps,7 failed taps a increase of 2 taps from yesterday's 5 failed taps,Samuel Kago,Week2,Thursday,12
